Magnitude ID,User ID,Obs Session ID,Shower,Start Date,End Date,Mag N6,Mag N5,Mag N4,Mag N3,Mag N2,Mag N1,Mag 0,Mag 1,Mag 2,Mag 3,Mag 4,Mag 5,Mag 6,Mag 7
275246,11586,78233,SPO,2019-01-02 21:30:00,2019-01-02 22:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275247,11586,78233,ANT,2019-01-02 21:30:00,2019-01-02 22:55:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0
275248,11586,78233,QUA,2019-01-02 21:30:00,2019-01-02 22:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275249,474,78234,SPO,2019-01-02 17:15:00,2019-01-02 19:05:00,0,0,0,0,0,0,1,1,1,3,2,3,0,0
275250,474,78234,ANT,2019-01-02 17:15:00,2019-01-02 19:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275251,474,78234,QUA,2019-01-02 17:15:00,2019-01-02 19:05:00,0,0,0,0,0,0,0,0,0,1,2,0,0,0
275252,82,78235,SPO,2019-01-02 17:35:00,2019-01-02 18:35:00,0,0,0,0,0,1,0,0,1,1,3,1,1,0
275253,82,78235,ANT,2019-01-02 17:35:00,2019-01-02 18:35:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275254,82,78235,QUA,2019-01-02 17:35:00,2019-01-02 18:35:00,0,0,0,0,0,0,0,0,0,0,2,0,0,0
275255,352,78236,SPO,2019-01-03 02:42:00,2019-01-03 05:00:00,0,0,0,0,0,0,1,0,1,3,5,2,1,0
275256,352,78236,ANT,2019-01-03 02:42:00,2019-01-03 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275257,352,78236,QUA,2019-01-03 02:42:00,2019-01-03 05:00:00,0,0,0,0,0,0,0,1,1,1,4,3,1,0
275258,352,78236,DLM,2019-01-03 02:42:00,2019-01-03 05:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275259,131,78237,SPO,2019-01-03 02:37:00,2019-01-03 04:58:00,0,0,0,0,0,0,0,3,2,4,7,2,0,0
275260,131,78237,QUA,2019-01-03 02:37:00,2019-01-03 04:58:00,0,0,0,0,0,0,0,2,3,3,3,4,0,0
275261,131,78237,DLM,2019-01-03 02:37:00,2019-01-03 04:58:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275262,131,78237,ANT,2019-01-03 02:37:00,2019-01-03 04:58:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275285,7621,78242,SPO,2019-01-03 20:47:00,2019-01-03 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275286,7621,78242,SPO,2019-01-03 21:00:00,2019-01-03 21:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275287,7621,78242,SPO,2019-01-03 21:15:00,2019-01-03 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275288,7621,78242,SPO,2019-01-03 21:40:00,2019-01-03 21:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275289,7621,78242,QUA,2019-01-03 20:47:00,2019-01-03 21:00:00,0,0,0,0,0,0,1,1,0.5,1.5,0,0,0,0
275290,7621,78242,QUA,2019-01-03 21:00:00,2019-01-03 21:15:00,0,0,0,0,0,0,1,0,2,0,0,0,0,0
275291,7621,78242,QUA,2019-01-03 21:15:00,2019-01-03 21:30:00,0,0,0,0,0,0,0,0,2.5,1.5,0,0,0,0
275292,7621,78242,QUA,2019-01-03 21:40:00,2019-01-03 21:50:00,0,0,0,0,0,0,0,0,2,2,1,0,0,0
275293,31,78243,SPO,2019-01-03 21:55:00,2019-01-04 00:20:00,0,0,0,0,1,0,1,1,1.5,2,4,7,1.5,0
275294,31,78243,ANT,2019-01-03 21:55:00,2019-01-04 00:20:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275295,31,78243,QUA,2019-01-03 21:55:00,2019-01-04 00:20:00,0,0,0,0,2,0.5,1.5,0,0,0.5,1.5,2,0,0
275296,31,78243,DLM,2019-01-03 21:55:00,2019-01-04 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275297,7210,78244,SPO,2019-01-03 22:45:00,2019-01-03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275298,7210,78244,SPO,2019-01-03 23:00:00,2019-01-03 23:15:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275299,7210,78244,SPO,2019-01-03 23:59:00,2019-01-04 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275300,7210,78244,SPO,2019-01-04 04:10:00,2019-01-04 04:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275301,7210,78244,QUA,2019-01-03 22:45:00,2019-01-03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275302,7210,78244,QUA,2019-01-03 23:00:00,2019-01-03 23:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275303,7210,78244,QUA,2019-01-03 23:59:00,2019-01-04 00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275304,7210,78244,QUA,2019-01-04 04:10:00,2019-01-04 04:34:00,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0,0
275305,7976,78245,SPO,2019-01-03 20:07:00,2019-01-03 21:15:00,0,0,0,0,0,0,0,0,0,1,1,1,0,0
275306,7976,78245,QUA,2019-01-03 20:07:00,2019-01-03 20:45:00,0,0,0,0,0,0,0,0,1,2,2,1,0,0
275307,7976,78245,QUA,2019-01-03 20:50:00,2019-01-03 21:15:00,0,0,0,0,0,0,0,0,1,1.5,0.5,0,0,0
275308,7976,78246,SPO,2019-01-03 23:19:00,2019-01-03 23:28:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275309,7976,78246,QUA,2019-01-03 23:19:00,2019-01-03 23:28:00,0,0,0,0,0,0,0,0,0,3.5,2,0.5,0,0
275310,532,78247,SPO,2019-01-04 02:19:00,2019-01-04 02:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275311,532,78247,SPO,2019-01-04 02:35:00,2019-01-04 02:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275312,532,78247,SPO,2019-01-04 02:47:00,2019-01-04 03:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275313,532,78247,SPO,2019-01-04 03:08:00,2019-01-04 03:18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275314,532,78247,QUA,2019-01-04 02:19:00,2019-01-04 02:35:00,0,0,0,0,0,0,2,1,2,0,0,0,0,0
275315,532,78247,QUA,2019-01-04 02:35:00,2019-01-04 02:47:00,0,0,0,0,0,1,2,1,4,2,0,0,0,0
275316,532,78247,QUA,2019-01-04 02:47:00,2019-01-04 03:08:00,0,0,0,1,1,2,2,1,2,0,0,0,0,0
275317,532,78247,QUA,2019-01-04 03:08:00,2019-01-04 03:18:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275318,9938,78248,SPO,2019-01-04 01:20:00,2019-01-04 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275319,9938,78248,SPO,2019-01-04 02:20:00,2019-01-04 03:20:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275320,9938,78248,QUA,2019-01-04 01:20:00,2019-01-04 02:20:00,0,0,0,0,0,2,4,1,1,0,0,0,0,0
275321,9938,78248,QUA,2019-01-04 02:20:00,2019-01-04 03:20:00,0,0,0,0,0,1,2,2,0,0,0,0,0,0
275340,7726,78250,SPO,2019-01-03 18:15:00,2019-01-03 21:30:00,0,0,0,0,1,0,2,3,2,5,4,0,0,0
275341,7726,78250,QUA,2019-01-03 18:15:00,2019-01-03 21:30:00,0,0,0,0,1,0,3,2,3,3,1,0,0,0
275342,352,78251,SPO,2019-01-04 01:15:00,2019-01-04 02:06:00,0,0,0,0,0,0,0,0,1,1,2,2,0,0
275343,352,78251,SPO,2019-01-04 02:06:00,2019-01-04 03:37:00,0,0,0,0,0,0,0,1,2,2,2,2,1,0
275344,352,78251,SPO,2019-01-04 03:37:00,2019-01-04 04:47:00,0,0,0,0,0,0,0,0,1,0,2,2,1,0
275345,352,78251,SPO,2019-01-04 04:47:00,2019-01-04 04:54:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275346,352,78251,ANT,2019-01-04 01:15:00,2019-01-04 04:54:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275347,352,78251,QUA,2019-01-04 01:15:00,2019-01-04 01:22:00,0,0,0,0,0,0,0,2,1,3,2,0,1,0
275348,352,78251,QUA,2019-01-04 01:22:00,2019-01-04 01:23:00,0,0,0,0,0,0,1,0,1,1,1,0,0,0
275349,352,78251,QUA,2019-01-04 01:23:00,2019-01-04 01:27:00,0,0,0,0,0,0,0,1,0,1,1,1,0,0
275350,352,78251,QUA,2019-01-04 01:27:00,2019-01-04 01:39:00,0,0,0,0,0,0,0,0,3,1,2,0,0,0
275351,352,78251,QUA,2019-01-04 01:39:00,2019-01-04 01:43:00,0,0,0,0,0,0,1,1,1,0,1,1,0,0
275352,352,78251,QUA,2019-01-04 01:43:00,2019-01-04 01:47:00,0,0,0,0,0,0,0,1,1,0,1,0,0,0
275353,352,78251,QUA,2019-01-04 01:47:00,2019-01-04 01:49:00,0,0,0,0,0,0,0,0,1,1,1,0,0,0
275354,352,78251,QUA,2019-01-04 01:49:00,2019-01-04 01:56:00,0,0,0,0,0,0,0,0,1,1,1,0,1,0
275355,352,78251,QUA,2019-01-04 01:56:00,2019-01-04 02:00:00,0,0,0,0,0,0,1,1,1,2,2,3,1,0
275356,352,78251,QUA,2019-01-04 02:00:00,2019-01-04 02:06:00,0,0,0,0,0,1,0,2,1,0,1,0,0,0
275357,352,78251,QUA,2019-01-04 02:06:00,2019-01-04 02:09:00,0,0,0,0,0,0,0,2,0,0,1,0,0,0
275358,352,78251,QUA,2019-01-04 02:09:00,2019-01-04 02:14:00,0,0,0,0,0,0,0,0,0,1,1,1,0,0
275359,352,78251,QUA,2019-01-04 02:14:00,2019-01-04 02:20:00,0,0,0,0,0,0,0,2,1,2,2,1,0,0
275360,352,78251,QUA,2019-01-04 02:20:00,2019-01-04 02:25:00,0,0,0,0,0,0,0,1,1,1,0,1,0,0
275361,352,78251,QUA,2019-01-04 02:25:00,2019-01-04 02:33:00,0,0,0,0,0,0,0,0,0,1,3,2,0,0
275362,352,78251,QUA,2019-01-04 02:33:00,2019-01-04 02:40:00,0,0,0,0,0,1,0,1,1,5,1,1,0,0
275363,352,78251,QUA,2019-01-04 02:40:00,2019-01-04 02:50:00,0,0,0,0,0,0,0,0,4,4,3,0,0,0
275364,352,78251,QUA,2019-01-04 03:07:00,2019-01-04 03:09:00,0,0,0,0,0,0,0,0,3,2,1,0,0,0
275365,352,78251,QUA,2019-01-04 03:09:00,2019-01-04 03:11:00,0,0,0,0,0,0,1,0,1,1,1,2,0,0
275366,352,78251,QUA,2019-01-04 03:11:00,2019-01-04 03:13:00,0,0,0,0,0,0,0,1,1,0,0,0,1,0
275367,352,78251,QUA,2019-01-04 03:13:00,2019-01-04 03:27:00,0,0,0,0,0,0,0,3,2,4,4,2,2,0
275368,352,78251,QUA,2019-01-04 03:27:00,2019-01-04 03:29:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
275369,352,78251,QUA,2019-01-04 03:29:00,2019-01-04 03:35:00,0,0,0,0,0,0,0,1,0,2,2,1,0,0
275370,352,78251,QUA,2019-01-04 03:35:00,2019-01-04 03:37:00,0,0,0,0,0,0,0,0,0,0,2,2,0,0
275371,352,78251,QUA,2019-01-04 03:37:00,2019-01-04 03:49:00,0,0,0,0,0,1,0,0,3,2,3,2,1,0
275372,352,78251,QUA,2019-01-04 03:49:00,2019-01-04 03:51:00,0,0,0,0,0,0,0,1,0,1,0,0,0,0
275373,352,78251,QUA,2019-01-04 03:51:00,2019-01-04 03:53:00,0,0,0,0,0,0,0,0,0,1,2,0,1,0
275374,352,78251,QUA,2019-01-04 03:53:00,2019-01-04 03:55:00,0,0,0,0,0,0,0,0,0,1,1,0,0,0
275375,352,78251,QUA,2019-01-04 03:55:00,2019-01-04 03:58:00,0,0,0,0,0,0,0,1,1,0,1,0,0,0
275376,352,78251,QUA,2019-01-04 03:58:00,2019-01-04 04:00:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0
275377,352,78251,QUA,2019-01-04 04:00:00,2019-01-04 04:08:00,0,0,0,0,0,0,0,0,5,1,3,2,0,0
275378,352,78251,QUA,2019-01-04 04:08:00,2019-01-04 04:10:00,0,0,0,0,0,0,0,0,1,1,0,1,0,0
275379,352,78251,QUA,2019-01-04 04:10:00,2019-01-04 04:13:00,0,0,0,0,0,0,0,1,2,1,0,0,0,0
275380,352,78251,QUA,2019-01-04 04:13:00,2019-01-04 04:15:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0
275381,352,78251,QUA,2019-01-04 04:15:00,2019-01-04 04:23:00,0,0,0,0,0,0,0,0,2,4,3,2,1,0
275382,352,78251,QUA,2019-01-04 04:23:00,2019-01-04 04:27:00,0,0,0,0,0,0,0,0,0,1,0,1,1,0
275383,352,78251,QUA,2019-01-04 04:27:00,2019-01-04 04:33:00,0,0,0,0,0,0,0,1,1,2,2,0,1,0
