Magnitude ID,User ID,Obs Session ID,Shower,Start Date,End Date,Mag N6,Mag N5,Mag N4,Mag N3,Mag N2,Mag N1,Mag 0,Mag 1,Mag 2,Mag 3,Mag 4,Mag 5,Mag 6,Mag 7
224540,3255,71228,QUA,2015-12-31 02:40:00,2015-12-31 03:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224541,3255,71228,SPO,2015-12-31 02:40:00,2015-12-31 03:40:00,0,0,0,1,0,0,0,1,1,1,0,0,0,0
224545,8294,71230,QUA,2015-01-03 20:15:00,2015-01-03 20:55:00,0,0,0,0,0,0,0,1,2,0,0,0,0,0
224546,8294,71230,SPO,2015-01-03 20:15:00,2015-01-03 20:55:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224547,532,71231,QUA,2015-01-04 05:25:00,2015-01-04 05:40:00,0,0,0,0,0,0,0,1,0,1,1,0,0,0
224548,532,71231,QUA,2015-01-04 05:40:00,2015-01-04 06:00:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0
224549,532,71231,QUA,2015-01-04 06:00:00,2015-01-04 06:06:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0
224554,5321,71233,QUA,2015-01-04 04:55:00,2015-01-04 05:30:00,0,0,0,0,0,0,0,1,1,4,3,0,0,0
224555,5321,71233,QUA,2015-01-04 05:30:00,2015-01-04 06:10:00,0,0,0,0,0,0,0,0,1,5.5,5.5,0,0,0
224556,5321,71233,SPO,2015-01-04 04:55:00,2015-01-04 06:10:00,0,0,0,0,0,0,0,1,0,1,0,0,0,0
224557,6581,71234,QUA,2015-01-01 23:30:00,2015-01-01 23:45:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224558,6581,71234,QUA,2015-01-01 23:45:00,2015-01-02 00:00:00,0,0,0,0,0,0,0,1,1,1,0,0,0,0
224559,6581,71234,SPO,2015-01-01 23:30:00,2015-01-02 00:00:00,0,0,0,0,0,0,0,0,3,3,0,0,0,0
224560,6580,71235,QUA,2015-01-01 23:30:00,2015-01-01 23:45:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224561,6580,71235,QUA,2015-01-01 23:45:00,2015-01-02 00:00:00,0,0,0,0,0,0,0,1,2,1,0,0,0,0
224562,6580,71235,SPO,2015-01-01 23:30:00,2015-01-02 00:00:00,0,0,0,0,0,0,0,0,3,4,0,0,0,0
224563,131,71236,QUA,2015-01-04 03:03:00,2015-01-04 03:26:00,0,0,0,0,0,0,2,2,1,0,0,0,0,0
224564,131,71236,QUA,2015-01-04 03:26:00,2015-01-04 03:50:00,0,0,0,0,0,0,1,3,0,1,1,0,0,0
224565,131,71236,QUA,2015-01-04 03:54:00,2015-01-04 04:21:00,0,0,0,0,0,0,1,2,4,1,0,0,0,0
224566,131,71236,QUA,2015-01-04 04:21:00,2015-01-04 04:48:00,0,0,0,0,0,0,1,1,1,1,1,0,0,0
224567,131,71236,QUA,2015-01-04 04:48:00,2015-01-04 05:15:00,0,0,0,0,0,0,2,0,2,1,0,0,0,0
224568,131,71236,SPO,2015-01-04 03:03:00,2015-01-04 05:15:00,0,0,0,0,1,0,0,1,1,1,0,0,0,0
224569,4405,71237,QUA,2015-01-04 05:00:00,2015-01-04 06:00:00,0,0,0,0,0,0,1,2,8,2,0,0,0,0
224570,4405,71237,QUA,2015-01-04 06:00:00,2015-01-04 07:00:00,0,0,0,0,0,0,1,5,11,1,0,0,0,0
224571,6733,71238,QUA,2015-01-04 05:00:00,2015-01-04 07:00:00,0,0,0,0,0,0,0,6,14,9,0,0,0,0
224572,6733,71238,SPO,2015-01-04 05:00:00,2015-01-04 07:00:00,0,0,0,0,0,0,0,1,3,4,0,0,0,0
224573,6734,71239,QUA,2015-01-04 05:00:00,2015-01-04 07:00:00,0,0,0,0,0,0,0,11,15,1,0,0,0,0
224574,6734,71239,SPO,2015-01-04 05:00:00,2015-01-04 07:00:00,0,0,0,0,0,0,0,2,2,0,0,0,0,0
224589,418,71242,QUA,2015-01-03 09:30:00,2015-01-03 11:00:00,0,0,0,0,0,0,0,1,1,4,0,0,0,0
