Magnitude ID,User ID,Obs Session ID,Shower,Start Date,End Date,Mag N6,Mag N5,Mag N4,Mag N3,Mag N2,Mag N1,Mag 0,Mag 1,Mag 2,Mag 3,Mag 4,Mag 5,Mag 6,Mag 7
199383,3255,66777,QUA,2012-01-02 03:00:00,2012-01-02 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199384,3255,66777,SPO,2012-01-02 03:00:00,2012-01-02 04:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199385,8366,66778,QUA,2012-01-03 19:49:00,2012-01-03 20:35:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0
199386,8366,66778,SPO,2012-01-03 19:49:00,2012-01-03 20:35:00,0,0,0,0,0,0,0,0,1,2,0,0,0,0
199387,8366,66778,SPO,2012-01-03 20:41:00,2012-01-03 20:59:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199388,8366,66778,ANT,2012-01-03 20:41:00,2012-01-03 20:59:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0
199389,5122,66779,QUA,2012-01-03 23:25:00,2012-01-03 23:55:00,0,0,0,0,0,0,1,1,1,0,0,0,0,0
199390,5122,66779,QUA,2012-01-04 00:00:00,2012-01-04 00:30:00,0,0,0,0,1,2,0,0,1,0,0,0,0,0
199391,5122,66779,QUA,2012-01-04 00:30:00,2012-01-04 00:47:00,0,0,0,1,0,0,2,0,0,0,0,0,0,0
199392,6173,66780,QUA,2012-01-03 10:28:00,2012-01-03 10:37:00,0,0,0,0,0,0,0,0,0,1,1,0,0,0
199393,6173,66780,QUA,2012-01-03 10:38:00,2012-01-03 10:48:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199394,6173,66780,SPO,2012-01-03 10:28:00,2012-01-03 10:37:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199395,6173,66780,SPO,2012-01-03 10:38:00,2012-01-03 10:48:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199396,5634,66781,QUA,2012-01-04 00:54:00,2012-01-04 03:05:00,0,0,0,0,0,0,0,0.5,1.5,5.5,5.5,2,0,0
199397,5634,66781,ANT,2012-01-04 00:54:00,2012-01-04 03:05:00,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0
199398,5634,66781,DLM,2012-01-04 00:54:00,2012-01-04 03:05:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199399,5634,66781,SPO,2012-01-04 00:54:00,2012-01-04 03:05:00,0,0,0,0,0,0,0,0.5,1,4,2.5,1.5,0.5,0
199400,6174,66782,QUA,2012-01-03 20:00:00,2012-01-03 21:30:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199401,7237,66783,QUA,2012-01-04 03:25:00,2012-01-04 04:23:00,0,0,0,0,1,2,3,4.5,6.5,10,2,0,0,0
199402,7237,66783,QUA,2012-01-04 04:23:00,2012-01-04 05:00:00,0,0,0,0,1,0,1.5,3.5,4,8,4,0,0,0
199403,7237,66783,DLM,2012-01-04 03:25:00,2012-01-04 05:00:00,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0
199404,7237,66783,ANT,2012-01-04 03:25:00,2012-01-04 05:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199405,7237,66783,SPO,2012-01-04 03:25:00,2012-01-04 05:00:00,0,0,0,0,0,1,0,1,3,5,3,0,0,0
