Magnitude ID,User ID,Obs Session ID,Shower,Start Date,End Date,Mag N6,Mag N5,Mag N4,Mag N3,Mag N2,Mag N1,Mag 0,Mag 1,Mag 2,Mag 3,Mag 4,Mag 5,Mag 6,Mag 7
208864,238,68465,QUA,2013-01-03 11:22:00,2013-01-03 11:42:00,0,0,0,1,1,0,0,1,3,1,0,0,0,0
208865,238,68465,QUA,2013-01-03 11:42:00,2013-01-03 12:02:00,0,0,0,0,0,0,1,0,4,4,2,0,0,0
208866,238,68465,QUA,2013-01-03 12:02:00,2013-01-03 12:22:00,0,0,0,1,0,2,0,1,0,4,3,0,0,0
208867,238,68465,SPO,2013-01-03 11:22:00,2013-01-03 12:22:00,0,0,0,0,0,0,0,0,1,2,2,0,0,0
208868,400,68466,QUA,2013-01-03 10:00:00,2013-01-03 10:20:00,0,0,0,0,0,0,1,0,2,1,0,0,0,0
208869,400,68466,QUA,2013-01-03 10:20:00,2013-01-03 10:40:00,0,0,0,0,1,1,0,1,1,1,2,0,0,0
208870,400,68466,QUA,2013-01-03 10:40:00,2013-01-03 11:05:00,0,0,0,0,0,0,1,3,3,2,0,0,0,0
208871,400,68466,SPO,2013-01-03 10:00:00,2013-01-03 11:05:00,0,0,0,0,0,0,0,2,0,0,0,0,0,0
208874,6395,68468,QUA,2013-01-03 02:28:00,2013-01-03 03:04:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208875,6395,68468,SPO,2013-01-03 02:28:00,2013-01-03 03:04:00,0,0,0,0,0,0,0,0,0,2,0,0,0,0
208876,7315,68469,QUA,2013-01-03 12:40:00,2013-01-03 13:10:00,0,0,1,0,2,2,2,0,1,3,1,0,0,0
208877,7315,68469,QUA,2013-01-03 13:11:00,2013-01-03 13:45:00,0,0,0,2,0,1,3,3,2,3,3,0,0,0
208878,7315,68469,QUA,2013-01-03 13:54:00,2013-01-03 14:24:00,0,0,0,2,1,0,2,1,6,1,3,0,0,0
208879,7315,68469,ANT,2013-01-03 12:40:00,2013-01-03 14:24:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208880,7315,68469,SPO,2013-01-03 12:40:00,2013-01-03 14:24:00,0,0,0,0,0,0,0,1,0,1,2,0,0,0
208881,6235,68471,QUA,2013-01-03 09:42:00,2013-01-03 09:55:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208882,6235,68471,QUA,2013-01-03 13:12:00,2013-01-03 13:22:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
208883,6235,68471,QUA,2013-01-03 13:22:00,2013-01-03 13:32:00,0,0,0,0,0,0,0,1,0,1,0,0,0,0
208884,6235,68471,SPO,2013-01-03 09:42:00,2013-01-03 09:55:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
208885,6396,68472,QUA,2013-01-03 13:21:00,2013-01-03 13:55:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0
208886,6396,68472,QUA,2013-01-03 13:55:00,2013-01-03 14:25:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0
208887,6396,68472,QUA,2013-01-03 14:25:00,2013-01-03 14:55:00,0,0,0,0,0,0,0,1,0,1,0,0,0,0
208888,6396,68472,QUA,2013-01-03 14:55:00,2013-01-03 15:25:00,0,0,0,0,0,0,0,2,0,0,0,0,0,0
208889,6396,68472,SPO,2013-01-03 13:21:00,2013-01-03 15:25:00,0,0,0,0,0,0,0,1,0,2,1,0,0,0
