Magnitude ID,User ID,Obs Session ID,Shower,Start Date,End Date,Mag N6,Mag N5,Mag N4,Mag N3,Mag N2,Mag N1,Mag 0,Mag 1,Mag 2,Mag 3,Mag 4,Mag 5,Mag 6,Mag 7
2,581,3,PER,2002-08-12 22:50:00,2002-08-13 00:00:00,0,0,0,0,3,7,6,8,15,17,2,0,0,0
3,581,3,PER,2002-08-13 00:00:00,2002-08-13 01:00:00,0,0,0,2,3,0,1,4,4,8,0,0,0,0
4,581,3,PER,2002-08-12 20:00:00,2002-08-12 21:00:00,0,0,0,0,0,3,1,6,3,7,1,0,0,0
5,581,3,PER,2002-08-12 21:00:00,2002-08-12 22:00:00,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6,581,3,PER,2002-08-12 22:00:00,2002-08-12 22:50:00,0,1,1,0,2,6,3,2,3,13,1,0,0,0
14,583,6,PER,2002-08-12 22:00:00,2002-08-12 23:16:00,0,0,0,1,6,8,2,8,3,15,2,1,0,0
15,583,6,PER,2002-08-12 23:25:00,2002-08-13 00:32:00,0,0,0,2,4,7,7,8,11,21,3,0,0,0
16,583,6,PER,2002-08-13 00:32:00,2002-08-13 00:55:00,0,0,0,1,0,5,2,7,8,8,8,3,0,0
17,583,6,PER,2002-08-12 20:00:00,2002-08-12 21:00:00,0,0,0,0,1,5,1,8,7,16,6,0,0,0
18,583,6,PER,2002-08-13 00:55:00,2002-08-13 01:21:00,0,0,0,1,2,2,6,4,11,11,3,2,0,0
19,583,6,PER,2002-08-12 21:00:00,2002-08-12 22:00:00,0,0,0,1,1,5,8,6,7,14,9,0,0,0
24,584,18,PER,2002-08-11 23:00:00,2002-08-11 23:34:00,0,1,0,0,0,7,4,5,2,2,1,0,0,0
28,584,18,PER,2002-08-11 23:34:00,2002-08-12 00:04:00,0,0,0,0,0,1,3,3,2,3,0,0,0,0
30,584,18,PER,2002-08-12 00:04:00,2002-08-12 00:36:00,0,0,0,0,2,3,5,6,3,2,0,0,0,0
31,584,18,PER,2002-08-12 00:36:00,2002-08-12 01:10:00,0,0,0,1,0,3,3,7,4,0,4,0,0,0
32,584,18,PER,2002-08-12 01:10:00,2002-08-12 01:30:00,0,0,0,0,0,3,6,5,3,2,8,0,0,0
33,584,18,PER,2002-08-11 23:40:00,2002-08-12 00:10:00,0,0,1,3,5,6,9,10,14,4,4,4,0,0
39,584,18,PER,2002-08-12 00:10:00,2002-08-12 00:40:00,0,0,0,1,1,4,8,5,8,2,10,5,0,0
43,584,18,PER,2002-08-12 20:00:00,2002-08-12 21:00:00,0,0,1,1,2,1,8,8,10,6,6,2,0,0
47,584,18,PER,2002-08-12 21:00:00,2002-08-12 22:00:00,0,0,1,1,1,7,1,7,11,10,7,1,0,0
54,584,18,PER,2002-08-12 22:00:00,2002-08-12 22:30:00,0,0,1,1,1,0,7,3,4,3,4,2,0,0
21,584,20,LEO,2002-11-19 02:12:00,2002-11-19 02:22:00,0,0,0,4,4,0,1,10,7,0,0,0,0,0
26,584,20,LEO,2002-11-19 02:22:00,2002-11-19 02:32:00,0,1,1,2,6,3,3,3,6,0,0,0,0,0
34,584,20,LEO,2002-11-18 23:30:00,2002-11-19 00:00:00,0,0,0,2,7,5,3,7,1,1,1,0,0,0
35,584,20,LEO,2002-11-19 02:32:00,2002-11-19 02:45:00,0,1,2,1,5,1,1,2,1,1,0,0,0,0
37,584,20,LEO,2002-11-19 00:00:00,2002-11-19 00:30:00,0,0,1,6,0,2,3,8,0,2,0,0,0,0
40,584,20,LEO,2002-11-19 00:30:00,2002-11-19 01:00:00,0,0,0,4,9,2,7,3,2,5,0,0,0,0
42,584,20,LEO,2002-11-19 01:00:00,2002-11-19 01:15:00,0,0,0,2,1,0,4,3,1,1,1,0,0,0
44,584,20,LEO,2002-11-19 01:15:00,2002-11-19 01:30:00,1,0,0,2,1,2,0,0,0,0,0,0,0,0
48,584,20,LEO,2002-11-19 01:30:00,2002-11-19 01:45:00,0,0,0,0,12,6,3,0,2,3,0,0,0,0
51,584,20,LEO,2002-11-19 01:45:00,2002-11-19 01:55:00,0,0,0,0,3,6,2,2,3,3,0,0,0,0
53,584,20,LEO,2002-11-19 01:55:00,2002-11-19 02:02:00,2,0,2,2,1,1,1,3,1,0,0,0,0,0
56,584,20,LEO,2002-11-19 02:02:00,2002-11-19 02:12:00,0,0,2,2,2,4,2,4,3,0,0,0,0,0
106,601,78,LEO,2002-11-18 22:30:00,2002-11-19 00:00:00,0,0,0,0,1,0,2,4,5,2,2,0,0,0
114,601,78,LEO,2002-11-19 01:25:00,2002-11-19 02:00:00,0,0,0,0,0,0,2,0.5,2.5,1,1,0,0,0
115,601,78,TAU,2002-11-18 22:30:00,2002-11-19 02:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,601,78,SPO,2002-11-18 22:30:00,2002-11-19 02:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
606,625,222,PER,2002-08-12 22:30:00,2002-08-12 23:30:00,0,0,0,0,1,1,0.5,8,8.5,3,0,0,0,0
607,625,222,PER,2002-08-12 23:30:00,2002-08-13 00:30:00,0,0,0,0,0,0,2,5,12.5,1.5,0,0,0,0
997,646,351,SPO,2002-07-28 22:45:00,2002-07-28 23:45:00,0,0,0,0,0,0,0,0,1.5,3,0.5,0,0,0
1001,646,351,PER,2002-07-28 22:45:00,2002-07-28 23:45:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
996,646,352,SDA,2002-07-29 21:35:00,2002-07-29 23:55:00,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0
998,646,352,SPO,2002-07-29 21:35:00,2002-07-29 23:55:00,0,0,0,0,0,0,1,2.5,2.5,2,0,0,0,0
1004,646,352,NDA,2002-07-29 21:35:00,2002-07-29 23:55:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1009,646,352,CAP,2002-07-29 21:35:00,2002-07-29 23:55:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0
999,646,353,SPO,2002-08-12 19:00:00,2002-08-12 21:30:00,0,0,0,0,0,2,2.5,3.5,3,3.5,0.5,0,0,0
1005,646,353,PER,2002-08-12 19:00:00,2002-08-12 20:00:00,0,0,0,0,0,0,1.5,2.5,2,3,0,0,0,0
1006,646,353,PER,2002-08-12 20:30:00,2002-08-12 21:30:00,0,0,0,0,0,3,5,2.5,3,4.5,1,0,0,0
1000,646,354,LEO,2002-11-18 22:00:00,2002-11-18 22:45:00,0,0,0,0,0,2,2,1,0,3,0,0,0,0
1002,646,354,LEO,2002-11-18 22:45:00,2002-11-18 23:30:00,0,0,0,0,1,1,2,2,3,1,0,0,0,0
1003,646,354,LEO,2002-11-19 00:15:00,2002-11-19 01:00:00,0,0,1,1,1,2,11,3,2,2,2,0,0,0
1007,646,354,LEO,2002-11-19 01:15:00,2002-11-19 01:45:00,0,0,0,1,3,2,3,5,1,2,1,0,0,0
1008,646,354,SPO,2002-11-18 22:00:00,2002-11-19 01:00:00,0,0,0,0,1,0,0,2,1,4,0,0,0,0
1037,655,379,PER,2002-08-12 22:20:00,2002-08-12 22:50:00,0,0,1,1,0,4,4,4,2,3,2,1,0,0
1045,655,379,PER,2002-08-12 20:30:00,2002-08-12 21:00:00,0,0,1,0,0,2,2,3,2,1,1,0,0,0
1452,678,528,LYR,2002-04-22 01:25:00,2002-04-22 02:25:00,0,0,0,0,0,1,0,0,1,1,1,0,0,0
1465,678,528,SPO,2002-04-22 01:25:00,2002-04-22 02:25:00,0,0,0,0,0,0,0,0,2,1,0,0,0,0
1449,678,529,LEO,2002-11-19 04:48:00,2002-11-19 04:51:00,0,0,0,0,1,0,3,2,0,0,0,0,0,0
1450,678,529,LEO,2002-11-19 04:15:00,2002-11-19 04:17:00,0,0,0,0,0,3,4,2,3,5,0,0,0,0
1451,678,529,LEO,2002-11-19 04:06:00,2002-11-19 04:08:00,0,0,0,0,3,4,4,3,4,2,0,1,0,0
1453,678,529,LEO,2002-11-19 04:30:00,2002-11-19 04:34:00,0,0,0,0,1,3,3,1,4,2,1,0,0,0
1454,678,529,LEO,2002-11-19 04:17:00,2002-11-19 04:20:00,0,0,1,1,0,2,2,2,5,5,1,0,0,0
1455,678,529,LEO,2002-11-19 04:34:00,2002-11-19 04:35:00,0,0,0,0,0,3,2,0,0,2,0,0,0,0
1456,678,529,LEO,2002-11-19 03:55:00,2002-11-19 04:06:00,0,0,1,1,2,2,8,4,9,8,2,1,0,0
1457,678,529,LEO,2002-11-19 04:08:00,2002-11-19 04:14:00,0,0,0,0,3,6,12,13,17,15,11,1,0,0
1458,678,529,LEO,2002-11-19 04:20:00,2002-11-19 04:24:00,0,0,2,2,1,2,8,3,7,10,1,0,0,0
1459,678,529,LEO,2002-11-19 04:35:00,2002-11-19 04:41:00,0,0,1,0,2,3,3,2,4,5,0,0,0,0
1460,678,529,LEO,2002-11-19 04:41:00,2002-11-19 04:44:00,0,1,0,4,3,2,1,0,0,0,0,0,0,0
1461,678,529,LEO,2002-11-19 04:24:00,2002-11-19 04:26:00,0,0,0,3,2,7,7,6,7,4,1,0,0,0
1462,678,529,LEO,2002-11-19 04:44:00,2002-11-19 04:48:00,1,0,0,0,0,0,1,1,2,1,0,0,0,0
1463,678,529,LEO,2002-11-19 04:14:00,2002-11-19 04:15:00,0,0,0,0,0,1,1,0,0,3,4,1,0,0
1464,678,529,LEO,2002-11-19 04:26:00,2002-11-19 04:30:00,0,0,0,2,5,7,5,4,0,5,1,0,0,0
1636,67,595,SPO,2002-07-10 23:23:00,2002-07-11 00:54:00,0,0,0,0,0,1,2,2,3,0.5,1.5,1,0,0
1642,67,595,CAP,2002-07-10 23:23:00,2002-07-11 00:54:00,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0
1585,67,596,PER,2002-08-12 22:08:00,2002-08-12 23:08:00,0,0,0,0,1,0.5,5,5,5.5,6.5,4.5,3,0,0
1603,67,596,PER,2002-08-12 23:18:00,2002-08-13 00:18:00,0,0,0,0,1,4,6,13,14.5,10.5,7,4,0,0
1604,67,596,SPO,2002-08-12 22:08:00,2002-08-12 23:08:00,0,0,0,0,1,0,0,0.5,2.5,3.5,3,4,0.5,0
1620,67,596,SPO,2002-08-12 23:18:00,2002-08-13 00:18:00,0,0,0,0,0,0,1.5,1.5,4,8,6.5,6,0.5,0
1702,1,895,SPO,2002-11-19 00:54:00,2002-11-19 04:12:00,0,0,0,0,0,0,0,0,0,2,2,0,0,0
1707,1,895,LEO,2002-11-19 04:16:00,2002-11-19 04:17:00,0,0,0,0,0,0,0,0,3,2,2,0,0,0
1716,1,895,LEO,2002-11-19 02:00:00,2002-11-19 02:23:00,0,0,0,0,0,0,1,4,1,6,3,0,0,0
1717,1,895,LEO,2002-11-19 03:54:00,2002-11-19 03:56:00,0,0,0,0,0,0,0,2,3,2,3,2,0,0
1740,1,895,LEO,2002-11-19 04:48:00,2002-11-19 04:52:00,0,0,0,0,0,0,0,1,3,3,3,0,0,0
1777,1,895,LEO,2002-11-19 04:06:00,2002-11-19 04:07:00,0,0,0,0,0,0,0,0,2,3,0,5,0,0
1792,1,895,LEO,2002-11-19 04:28:00,2002-11-19 04:30:00,0,0,0,0,0,0,0,1,5,5,4,0,0,0
1807,1,895,LEO,2002-11-19 04:30:00,2002-11-19 04:31:00,0,0,0,0,0,0,0,0,1,1,3,1,0,0
1812,1,895,LEO,2002-11-19 04:07:00,2002-11-19 04:08:00,0,0,0,0,0,0,0,0,2,2,3,2,0,0
1837,1,895,LEO,2002-11-19 03:18:00,2002-11-19 03:22:00,0,0,0,0,0,0,0,3,5,1,0,1,0,0
1859,1,895,LEO,2002-11-19 03:42:00,2002-11-19 03:46:00,0,0,0,0,0,0,0,1,7,1,3,2,0,0
1869,1,895,LEO,2002-11-19 04:52:00,2002-11-19 04:55:00,0,0,0,0,0,0,2,2,2,4,5,0,0,0
1974,1,895,LEO,2002-11-19 03:22:00,2002-11-19 03:26:00,0,0,0,0,0,0,1,2,1,3,0,0,0,0
1975,1,895,LEO,2002-11-19 04:17:00,2002-11-19 04:18:00,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1987,1,895,LEO,2002-11-19 02:23:00,2002-11-19 02:33:00,0,0,0,0,0,0,0,2,6,4,1,0,0,0
1998,1,895,LEO,2002-11-19 04:18:00,2002-11-19 04:19:00,0,0,0,0,0,0,1,0,1,2,4,0,0,0
