Rate ID,User ID,Obs Session ID,Start Date,End Date,Ra,Decl,Teff,F,Lm,Shower,Method,Number
10,581,3,2002-08-12 20:00:00,2002-08-12 21:00:00,999,999,1,1,5.7,PER,C,21
11,581,3,2002-08-12 20:00:00,2002-08-12 21:00:00,999,999,1,1,5.7,SPO,C,0
12,581,3,2002-08-12 21:00:00,2002-08-12 22:00:00,999,999,1,1,5.9,PER,C,4
13,581,3,2002-08-12 21:00:00,2002-08-12 22:00:00,999,999,1,1,5.9,SPO,C,0
14,581,3,2002-08-12 22:00:00,2002-08-12 22:50:00,999,999,0.83,1,5.9,PER,C,32
15,581,3,2002-08-12 22:00:00,2002-08-12 22:50:00,999,999,0.83,1,5.9,SPO,C,0
16,581,3,2002-08-12 22:50:00,2002-08-13 00:00:00,999,999,1.16,1,5.9,PER,C,58
17,581,3,2002-08-12 22:50:00,2002-08-13 00:00:00,999,999,1.16,1,5.9,SPO,C,0
18,581,3,2002-08-13 00:00:00,2002-08-13 01:00:00,999,999,1,1,5.9,PER,C,22
19,581,3,2002-08-13 00:00:00,2002-08-13 01:00:00,999,999,1,1,5.9,SPO,C,0
55,583,6,2002-08-12 20:00:00,2002-08-12 21:00:00,999,999,1,1,6.2,PER,C,42
56,583,6,2002-08-12 20:00:00,2002-08-12 21:00:00,999,999,1,1,6.2,SPO,C,0
57,583,6,2002-08-12 21:00:00,2002-08-12 22:00:00,999,999,1,1,6.2,PER,C,51
58,583,6,2002-08-12 21:00:00,2002-08-12 22:00:00,999,999,1,1,6.2,SPO,C,0
59,583,6,2002-08-12 22:00:00,2002-08-12 23:16:00,999,999,0.93,1,6.2,PER,C,46
60,583,6,2002-08-12 22:00:00,2002-08-12 23:16:00,999,999,0.93,1,6.2,SPO,C,0
61,583,6,2002-08-12 23:25:00,2002-08-13 00:32:00,999,999,1.12,1,6.3,PER,C,63
62,583,6,2002-08-12 23:25:00,2002-08-13 00:32:00,999,999,1.12,1,6.3,SPO,C,0
63,583,6,2002-08-13 00:32:00,2002-08-13 00:55:00,999,999,0.38,1,6.4,PER,C,42
64,583,6,2002-08-13 00:32:00,2002-08-13 00:55:00,999,999,0.38,1,6.4,SPO,C,0
65,583,6,2002-08-13 00:55:00,2002-08-13 01:21:00,999,999,0.43,1,6.4,PER,C,35
