Magnitude ID,User ID,Obs Session ID,Shower,Start Date,End Date,Mag N6,Mag N5,Mag N4,Mag N3,Mag N2,Mag N1,Mag 0,Mag 1,Mag 2,Mag 3,Mag 4,Mag 5,Mag 6,Mag 7
1024,649,360,PER,1991-08-15 21:50:00,1991-08-16 00:00:00,0,0,0,0,0,0,0,2,4,1.5,3.5,1,1,0
1025,649,360,SPO,1991-08-15 21:50:00,1991-08-16 00:00:00,0,0,0,0,0,0,0,0,3,3,4,3,1,0
1515,683,560,CAP,1991-08-07 00:41:00,1991-08-07 01:46:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1517,683,560,PER,1991-08-07 00:41:00,1991-08-07 01:46:00,0,0,0,0,0,0,0,1,2.5,3,4,2.5,0,0
1519,683,560,SPO,1991-08-07 00:41:00,1991-08-07 01:46:00,0,0,0,0,0,0,0,1.5,2.5,0.5,4,2.5,0,0
1505,683,561,CAP,1991-08-10 22:04:00,1991-08-11 01:12:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1507,683,561,KCG,1991-08-10 22:04:00,1991-08-11 01:12:00,0,0,0,0,0,0,0,0,0.5,2,5,1.5,0,0
1509,683,561,NDA,1991-08-10 22:04:00,1991-08-11 01:12:00,0,0,0,0,0,0,1,0.5,0.5,2.5,1,1.5,0,0
1511,683,561,PER,1991-08-10 22:04:00,1991-08-11 01:12:00,0,0,0,0,1,0,0.5,3,5,8.5,15.5,4.5,0,0
1512,683,561,SPO,1991-08-10 22:04:00,1991-08-11 01:12:00,0,0,0,0,0,0,0,2,1.5,7,18.5,11,0,0
1513,683,562,KCG,1991-08-11 21:46:00,1991-08-11 23:47:00,0,0,0,0,0,0,0,0,1,3.5,3,0.5,0,0
1514,683,562,NDA,1991-08-11 21:46:00,1991-08-11 23:47:00,0,0,0,0,0,0,0,0,1.5,2,4,0.5,0,0
1516,683,562,PER,1991-08-11 21:46:00,1991-08-11 23:47:00,0,0,0,0,1,3,0,2,5,16,36.5,19,0.5,0
1518,683,562,SPO,1991-08-11 21:46:00,1991-08-11 23:47:00,0,0,0,0,0,0,0,1,1.5,10.5,18.5,10.5,0,0
1526,683,563,KCG,1991-08-13 00:38:00,1991-08-13 02:32:00,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1527,683,563,NDA,1991-08-13 00:38:00,1991-08-13 02:32:00,0,0,0,0,0,0,0,0,0,1.5,3.5,0,0,0
1528,683,563,PER,1991-08-13 00:38:00,1991-08-13 02:32:00,0,0,0,0,3,2,7,19.5,21,47.5,61,29,1,0
1529,683,563,SPO,1991-08-13 00:38:00,1991-08-13 02:32:00,0,0,0,0,0,0,0,1,2,16.5,25.5,7,0,0
1492,683,564,KCG,1991-08-13 21:03:00,1991-08-14 02:25:00,0,0,0,0,0,0,0,0,0.5,1.5,7,0,0,0
1493,683,564,NDA,1991-08-13 21:03:00,1991-08-14 02:25:00,0,0,0,0,0,0,0,2,3,7.5,11,4.5,0,0
1494,683,564,PER,1991-08-13 21:03:00,1991-08-14 02:25:00,0,0,0,1,1,4.5,17,40,30,35.5,75.5,34.5,0,0
1495,683,564,SPO,1991-08-13 21:03:00,1991-08-14 02:25:00,0,0,0,0,0,0,3,6.5,4,23.5,36,17,0,0
1665,696,620,DIV,1991-08-12 20:30:00,1991-08-13 01:35:00,0,0,0,0,0,0,0,0,2,1,1.5,0.5,0,0
1666,696,620,PER,1991-08-12 20:30:00,1991-08-12 22:30:00,0,0,0,0.5,5,2,9,17,18.5,21.5,16,7,0.5,0
1667,696,620,PER,1991-08-12 22:50:00,1991-08-13 00:18:00,0,0,0.5,2,2,0.5,3.5,19,23.5,29,15,2,0,0
1668,696,620,PER,1991-08-13 00:18:00,1991-08-13 01:35:00,0,1,2.5,2.5,5,8,12.5,31,32.5,39.5,30,10.5,0,0
1669,696,620,SPO,1991-08-12 20:30:00,1991-08-13 01:35:00,0,0,0,0,1,0,0,0.5,2.5,6,9,4,0,0
1678,699,625,GEM,1991-12-13 22:00:00,1991-12-14 03:00:00,1,0,2,1,0,1,3,7,15,25,39,6,0,0
1679,699,625,SPO,1991-12-13 22:00:00,1991-12-14 03:00:00,0,0,0,0,0,0,0,2,0,5,3,0,0,0
