Observation Number,Is GLOBE Trained,is Citizen Science,Site ID,Observation Latitude,Observation Longitude,Observation Elevation,Measurement Date (UTC),Measurement Time (UTC),Is_dust,Dust_QA_comment,Sky Color,Sky Visibility,Total Cloud Cover,Total Cloud Cover %,Cirrus,Cirrocumulus,Cirrostratus,Altostratus,Altocumulus,Cumulus,Nimbostratus,Stratus,Stratocumulus,Cumulonimbus,Short Lived Contrails,Spreading Contrails,Non Spreading Contrails,Fog,Smoke,Haze,Volcanic Ash,Dust,Sand,Spray,Heavy Rain,Heavy Snow,Blowing Snow,Surface Snow/Ice,Surface Standing Water,Surface Muddy,Surface Dry Ground,Surface Leaves on Trees,Surface Raining or Snowing,High Cloud Cover,High Cloud Opacity,Mid Cloud Cover,Mid Cloud Opacity,Low Cloud Cover,Low Cloud Opacity,Surface Air Temperature,Surface Barometric Pressure,Surface Relative Humidity %,Ground Image North,Ground Image East,Ground Image South,Ground Image West,Ground Image Up,Ground Image Down,GEO/Terra/Aqua Satellite Match Table,CALIPSO Satellite Match Table,GEO Satellite,GEO Date,GEO Time,GEO Latitude,GEO Longitude,GEO Vzen,GEO Szen,GEO Low Cloud Cover,GEO Mid Cloud Cover,GEO High Cloud Cover,GEO Low Liquid,GEO Mid Lquid,GEO High Liquid,GEO Low Ice,GEO Mid Ice,GEO High Ice,GEO Low Cloud Opt,GEO Mid Cloud Opt,GEO High Cloud Opt,GEO Low Cloud Temp (K),GEO Mid Cloud Temp (K),GEO High Cloud Temp (K), GEO Low Cloud Altitude,GEO Mid Cloud Altitude,GEO High Cloud Altitude,GEO Snow,GEO Ocean,Terra Satellite,Terra Longitude,Terra Latitude,Terra Date,Terra Time,Terra Low Cloud Altitude,Terra Low Cloud Opt,Terra Low Cloud Cover,Terra Low Cloud Phase,Terra Low Cloud Temp (K),Terra Mid Cloud Altitude,Terra Mid Cloud Opt,Terra Mid Cloud Cover,Terra Mid Cloud Phase,Terra Mid Cloud Temp (K),Terra High Cloud Altitude,Terra High Cloud Opt,Terra High Cloud Cover,Terra High Cloud Phase,Terra High Cloud Temp (K),Terra Vzen,Terra Szen,Terra Wind,Terra Snow,Terra Ocean,Aqua Satellite,Aqua Longitude,Aqua Latitude,Aqua Date, Aqua Time, Aqua Low Cloud Altitude, Aqua Low Cloud Opt, Aqua Low Cloud Cover, Aqua Low Cloud Phase, Aqua Low Cloud Kel, Aqua Mid Cloud Altitude, Aqua Mid Cloud Opt, Aqua Mid Cloud Cover, Aqua Mid Cloud Phase, Aqua Mid Cloud Kel, Aqua High Cloud Altitude, Aqua High Cloud Opt, Aqua High Cloud Cover,Aqua High Cloud Phase,Aqua High Cloud Kel, Aqua Sat Vzen, Aqua Sat Szen, Aqua Wind, Aqua Snow, Aqua Ocean,,,
404325,0,1,51502,31.773407,-106.500659,1186,5/16/17,21:55:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404326,0,1,51503,31.885988,-106.43799,1216,5/16/17,22:58:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409492,1,0,12494,26.3313,50.153,57,5/18/17,9:10:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,37,1000,17,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406412,1,0,13111,18.14799,42.16277,1213,5/21/17,9:34:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,34,767,45,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406413,1,0,13111,18.14799,42.16277,1213,5/21/17,9:35:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,34,767,45,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406414,1,0,13111,18.14799,42.16277,1213,5/21/17,9:36:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,34,767,45,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406601,1,0,11866,26.3331,50.1683,44,5/22/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0, , , , , , ,33,1006,31,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-11866-13145464-201705220000,no match,METEOSAT-8,5/22/17,0:10:00,0,41.5,32.25,110.27,60.78,0,1.96,60.78,0,1.96,0,0,0,0.29,-99,0.07,300,-99,264.14,0.66,-99,6.33,0,53.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406825,1,0,33844,23.612838,56.544748,580,5/22/17,8:40:00,unknown,no photos,pale blue,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407960,1,0,36397,21.611502,39.138221,11,5/24/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , ,36,1006,28,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-36397-2879814-201705240000,no match,METEOSAT-10,5/24/17,0:10:00,0,0,50.56,120.91,5.71,0,0,5.71,0,0,0,0,0,2.1,-99,-99,302.67,-99,-99,0.29,-99,-99,0,42.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407961,1,0,13105,21.5546,39.1844,13,5/24/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , ,36,1004,29,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-13105-2879814-201705240000,no match,METEOSAT-10,5/24/17,0:10:00,0,0,50.58,120.92,2.86,0,0,2.86,0,0,0,0,0,2.1,-99,-99,302.67,-99,-99,0.29,-99,-99,0,37.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412992,1,0,33803,26.445333,50.072239,15,5/24/17,8:45:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,38,1001,30,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407319,1,0,11866,26.3331,50.1683,44,5/25/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,35,1006,30,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-11866-13145464-201705250000,no match,METEOSAT-8,5/25/17,0:10:00,0,41.5,32.25,109.96,55.77,23.08,0,55.77,23.08,0,0,0,0,1.5,0.56,-99,295.19,288.43,-99,1.4,2.35,-99,0,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412993,1,0,33803,26.445333,50.072239,15,5/25/17,9:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,37,1001,30,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412996,1,0,33803,26.445333,50.072239,15,5/26/17,9:15:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,37,1001,29,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408390,1,0,34455,24.25678,120.74199,251,5/27/17,4:30:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0, , , , , , ,28,735,61,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412999,1,0,33803,26.445333,50.072239,15,5/27/17,9:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,40,1001,13,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413002,1,0,33803,26.445333,50.072239,15,5/28/17,9:10:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,39,1001,20,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-33803-14037957-201705280910,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua,50.054,26.47,5/28/17,9:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0614,9.64,9.1907,0,49,,,
413003,1,0,33803,26.445333,50.072239,15,5/29/17,9:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,39,1001,20,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413004,1,0,33803,26.445333,50.072239,15,5/30/17,8:50:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,38,1000,20,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408948,1,0,12903,25.21,49.36,174,6/1/17,9:15:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,42,985,7,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-12903-3138520-201706010915,no match,METEOSAT-8,6/1/17,9:10:00,0,41.5,30.77,7.26,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413005,1,0,33803,26.445333,50.072239,15,6/1/17,9:16:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,37,998,22,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413007,1,0,33803,26.445333,50.072239,15,6/2/17,9:13:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,39,997,20,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409821,1,0,10241,23.1431,56.31513,266,6/6/17,8:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-10241-3371169-201706060800,no match,METEOSAT-8,6/6/17,8:10:00,0,41.5,31.83,1.14,2,0,0,2,0,0,0,0,0,1.92,-99,-99,317.12,-99,-99,0.82,-99,-99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410393,1,1,52274,37.647105,127.077547,45,6/8/17,22:09:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-52274-24858553-201706082209,no match,HIMAWARI-8,6/8/17,22:02:00,0,141,46.02,70.4,0,67.35,32.65,0,67.35,12.24,0,0,20.41,-99,39.86,17.47,-99,264.6,243.87,-99,4.55,8.25,0,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411318,1,0,12494,26.3313,50.153,57,6/12/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,32,999,10,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-12494-13145464-201706120000,no match,METEOSAT-8,6/12/17,0:10:00,0,41.5,32.25,109.1,98.11,0,0,98.11,0,0,0,0,0,7.63,-99,-99,299.45,-99,-99,1.15,-99,-99,0,52.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411319,1,0,11866,26.3331,50.1683,44,6/12/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0, , , , , , ,32,999,10,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-11866-13145464-201706120000,no match,METEOSAT-8,6/12/17,0:10:00,0,41.5,32.25,109.08,98.08,0,0,98.08,0,0,0,0,0,7.41,-99,-99,299.49,-99,-99,1.14,-99,-99,0,53.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413045,1,0,12494,26.3313,50.153,57,6/20/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0, , , , , , ,42,999,12,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-12494-13145464-201706200000,no match,METEOSAT-8,6/20/17,0:10:00,0,41.5,32.25,109.22,48.08,0,0,48.08,0,0,0,0,0,1.33,-99,-99,302.81,-99,-99,0.66,-99,-99,0,52.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413315,1,0,12903,25.21,49.36,174,6/20/17,9:15:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,45,981,7,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-12903-3138520-201706200915,no match,METEOSAT-8,6/20/17,9:10:00,0,41.5,30.77,5.95,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua,49.225,25.332,6/20/17,9:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.28,8.034,10.4032,0,0,,,
479237,1,0,46435,25.26191,49.68986,150,6/21/17,9:15:00,unknown,no photos,light blue,clear,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,43,984,9,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413541,1,0,11866,26.3331,50.1683,44,6/22/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0, , , , , , ,39,999,22,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-11866-13145464-201706220000,no match,METEOSAT-8,6/22/17,0:10:00,0,41.5,32.25,109.29,73.08,0,0,73.08,0,0,0,0,0,15.29,-99,-99,301.37,-99,-99,0.76,-99,-99,0,53.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413542,1,0,12494,26.3313,50.153,57,6/22/17,0:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,39,999,22,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-12494-13145464-201706220000,no match,METEOSAT-8,6/22/17,0:10:00,0,41.5,32.25,109.3,71.7,0,0,71.7,0,0,0,0,0,15.29,-99,-99,301.37,-99,-99,0.76,-99,-99,0,52.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414015,1,0,33803,26.445333,50.072239,15,6/22/17,9:10:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,40,998,22,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-33803-14037957-201706220910,no match,METEOSAT-8,6/22/17,9:10:00,0,41.5,32.34,6.92,22,0,0,22,0,0,0,0,0,5.35,-99,-99,311.99,-99,-99,0.38,-99,-99,0,42.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413833,1,0,3898,28.65667,-17.90446,355,6/23/17,13:09:00,unknown,no photos,,,-99,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414074,1,0,3898,28.65667,-17.90446,355,6/24/17,12:48:00,unknown,no photos,,,-99,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417611,1,0,12903,25.21,49.36,174,6/30/17,9:15:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,45,977,7,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415314,1,0,13111,18.14799,42.16277,1213,6/30/17,9:32:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,34,767,44,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415315,1,0,13111,18.14799,42.16277,1213,6/30/17,9:33:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,34,767,36,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415316,1,0,13111,18.14799,42.16277,1213,6/30/17,9:34:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0, , , , , , ,34,767,44,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415508,1,0,12263,17.216078,42.465072,33,7/2/17,9:45:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,41,1013,67,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417078,1,0,46429,18.139982,42.320485,2500,7/2/17,10:45:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,42,581,41,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415859,1,0,36335,17.261011,43.085439,940,7/3/17,9:15:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,37,807,40,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-36335-13139630-201707030915,no match,METEOSAT-8,7/3/17,9:10:00,0,41.5,20.35,5.72,0,50.94,32.08,0,50.94,18.87,0,0,13.21,-99,3.92,6.05,-99,276.56,253.63,-99,4.72,9.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416009,1,0,13111,18.14799,42.16277,1213,7/3/17,9:32:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,32,767,46,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416010,1,0,13111,18.14799,42.16277,1213,7/3/17,9:33:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,32,767,46,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416011,1,0,13111,18.14799,42.16277,1213,7/3/17,9:34:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,32,767,46,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415863,1,0,12263,17.216078,42.465072,33,7/3/17,9:45:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,42,1014,64,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416039,1,0,36335,17.261011,43.085439,940,7/4/17,9:12:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,37,808,42,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416042,1,0,13111,18.14799,42.16277,1213,7/4/17,9:34:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,32,767,48,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
