Observation Number,Is GLOBE Trained,is Citizen Science,Site ID,Observation Latitude,Observation Longitude,Observation Elevation,Measurement Date (UTC),Measurement Time (UTC),Is_dust,Dust_QA_comment,Sky Color,Sky Visibility,Total Cloud Cover,Total Cloud Cover %,Cirrus,Cirrocumulus,Cirrostratus,Altostratus,Altocumulus,Cumulus,Nimbostratus,Stratus,Stratocumulus,Cumulonimbus,Short Lived Contrails,Spreading Contrails,Non Spreading Contrails,Fog,Smoke,Haze,Volcanic Ash,Dust,Sand,Spray,Heavy Rain,Heavy Snow,Blowing Snow,Surface Snow/Ice,Surface Standing Water,Surface Muddy,Surface Dry Ground,Surface Leaves on Trees,Surface Raining or Snowing,High Cloud Cover,High Cloud Opacity,Mid Cloud Cover,Mid Cloud Opacity,Low Cloud Cover,Low Cloud Opacity,Surface Air Temperature,Surface Barometric Pressure,Surface Relative Humidity %,Ground Image North,Ground Image East,Ground Image South,Ground Image West,Ground Image Up,Ground Image Down,GEO/Terra/Aqua Satellite Match Table,CALIPSO Satellite Match Table,GEO Satellite,GEO Date,GEO Time,GEO Latitude,GEO Longitude,GEO Vzen,GEO Szen,GEO Low Cloud Cover,GEO Mid Cloud Cover,GEO High Cloud Cover,GEO Low Liquid,GEO Mid Lquid,GEO High Liquid,GEO Low Ice,GEO Mid Ice,GEO High Ice,GEO Low Cloud Opt,GEO Mid Cloud Opt,GEO High Cloud Opt,GEO Low Cloud Temp (K),GEO Mid Cloud Temp (K),GEO High Cloud Temp (K), GEO Low Cloud Altitude,GEO Mid Cloud Altitude,GEO High Cloud Altitude,GEO Snow,GEO Ocean,Terra Satellite,Terra Longitude,Terra Latitude,Terra Date,Terra Time,Terra Low Cloud Altitude,Terra Low Cloud Opt,Terra Low Cloud Cover,Terra Low Cloud Phase,Terra Low Cloud Temp (K),Terra Mid Cloud Altitude,Terra Mid Cloud Opt,Terra Mid Cloud Cover,Terra Mid Cloud Phase,Terra Mid Cloud Temp (K),Terra High Cloud Altitude,Terra High Cloud Opt,Terra High Cloud Cover,Terra High Cloud Phase,Terra High Cloud Temp (K),Terra Vzen,Terra Szen,Terra Wind,Terra Snow,Terra Ocean,Aqua Satellite,Aqua Longitude,Aqua Latitude,Aqua Date, Aqua Time, Aqua Low Cloud Altitude, Aqua Low Cloud Opt, Aqua Low Cloud Cover, Aqua Low Cloud Phase, Aqua Low Cloud Kel, Aqua Mid Cloud Altitude, Aqua Mid Cloud Opt, Aqua Mid Cloud Cover, Aqua Mid Cloud Phase, Aqua Mid Cloud Kel, Aqua High Cloud Altitude, Aqua High Cloud Opt, Aqua High Cloud Cover,Aqua High Cloud Phase,Aqua High Cloud Kel, Aqua Sat Vzen, Aqua Sat Szen, Aqua Wind, Aqua Snow, Aqua Ocean,,,
564233,0,1,112829,13.546047,2.10354,216.4,3/21/18,17:24:00,unknown,CDP, dust-prone region,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,https://data.globe.gov/system/photos/2018/03/21/592642/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-112829-40967770-201803211724,no match,METEOSAT-11,3/21/18,17:10:00,0,0,16.11,77.54,0,0,100,0,0,18.05,0,0,81.95,-99,-99,88.27,-99,-99,222.96,-99,-99,13.46,0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565039,0,1,108371,29.733037,78.510348,364.7,3/22/18,1:01:00,FALSE,OVR,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/22/594235/original.jpg,https://data.globe.gov/system/photos/2018/03/22/594237/original.jpg,https://data.globe.gov/system/photos/2018/03/22/594236/original.jpg,https://data.globe.gov/system/photos/2018/03/22/594238/original.jpg,https://data.globe.gov/system/photos/2018/03/22/594239/original.jpg,https://data.globe.gov/system/photos/2018/03/22/594240/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-108371-38416751-201803220101,no match,METEOSAT-8,3/22/18,1:10:00,0,41.5,53.04,86.03,6.67,50.67,21.33,6.67,32,0,0,18.67,21.33,3.47,3.88,1.6,284.75,265.57,250.73,1.76,4.74,7.62,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565048,0,1,112411,16.85698,81.496598,31.5,3/22/18,1:19:00,FALSE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/22/594254/original.jpg,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-112411-40064677-201803220119,no match,METEOSAT-8,3/22/18,1:10:00,0,41.5,49.45,83.28,4.88,36.59,35.37,4.88,32.93,0,0,3.66,35.37,4.48,3.68,0.28,289.04,274.03,217.26,1.75,4.45,13.34,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565376,1,0,44390,32.2693,35.0104,81.5,3/22/18,8:30:00,unknown,no photos,blue,unusually clear,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, , , , , , ,29.4,1004.5,53,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565390,0,1,113205,49.414166,6.151507,192.8,3/22/18,8:35:00,FALSE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/22/595119/original.jpg,,https://data.globe.gov/system/photos/2018/03/22/595120/original.jpg,https://data.globe.gov/system/photos/2018/03/22/595121/original.jpg,,https://data.globe.gov/system/photos/2018/03/22/595122/original.jpg,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565756,0,1,110569,37.15341,26.860356,42.5,3/22/18,12:04:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/22/596003/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596005/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596004/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596006/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596007/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596008/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-110569-39733260-201803221204,no match,METEOSAT-11,3/22/18,12:10:00,0,0,51.47,44.49,0,0,100,0,0,0,0,0,100,-99,-99,47.41,-99,-99,230.25,-99,-99,10.06,0,90.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566065,0,1,113547,35.041297,25.978154,14.7,3/22/18,15:55:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/22/596887/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596889/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596888/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596890/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596891/original.jpg,https://data.globe.gov/system/photos/2018/03/22/596892/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-113547-39656476-201803221555,no match,METEOSAT-11,3/22/18,16:10:00,0,0,49.17,86.93,65.85,24.39,9.76,65.85,23.17,0,0,1.22,9.76,5.69,4.38,1.65,283.1,272.29,248.34,1.32,3.36,9.42,0,73.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566126,0,1,113573,52.322417,21.03668,81.8,3/22/18,16:22:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567222,0,1,113849,32.406977,-115.246529,4.2,3/23/18,0:20:00,FALSE,OVR,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/23/598903/original.jpg,https://data.globe.gov/system/photos/2018/03/23/598905/original.jpg,https://data.globe.gov/system/photos/2018/03/23/598904/original.jpg,https://data.globe.gov/system/photos/2018/03/23/598906/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599006/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599007/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-113849-39618685-201803230020,no match,GOES-15,3/23/18,0:35:00,0,-135,43.34,74.02,0,1.09,98.91,0,1.09,11.96,0,0,86.96,-99,5.28,14.04,-99,267.17,234.89,-99,4.46,10.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567284,0,1,113899,39.889464,32.847948,1024.3,3/23/18,4:17:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/23/599310/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599312/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599311/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599313/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599314/original.jpg,https://data.globe.gov/system/photos/2018/03/23/599315/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-113899-40843414-201803230417,no match,METEOSAT-11,3/23/18,4:10:00,0,0,57.16,86.37,0,0,100,0,0,0,0,0,100,-99,-99,5.79,-99,-99,228.34,-99,-99,10.09,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567722,0,1,114042,49.174785,12.85549,408,3/23/18,11:22:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,-99,-99,-99,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-114042-38717737-201803231122,no match,METEOSAT-11,3/23/18,11:10:00,0,0,57.74,48.06,3.39,96.61,0,3.39,96.61,0,0,0,0,17.86,19.59,-99,270.75,262.95,-99,1.68,3.21,-99,95.21,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567916,0,1,113289,52.104554,19.937064,83.9,3/23/18,13:20:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1, , , , , , ,-99,-99,-99,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-113289-41183129-201803231320,no match,METEOSAT-11,3/23/18,13:10:00,0,0,62.42,59.24,0,100,0,0,100,0,0,0,0,-99,31.34,-99,-99,262.61,-99,-99,2.8,-99,22.79,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569009,0,1,114586,12.927266,77.667076,884.7,3/24/18,3:32:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569012,0,1,114587,22.860983,88.387031,13.1,3/24/18,3:41:00,FALSE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/24/603492/original.jpg,https://data.globe.gov/system/photos/2018/03/24/603494/original.jpg,https://data.globe.gov/system/photos/2018/03/24/603493/original.jpg,https://data.globe.gov/system/photos/2018/03/24/603495/original.jpg,https://data.globe.gov/system/photos/2018/03/24/603496/original.jpg,https://data.globe.gov/system/photos/2018/03/24/603497/original.jpg,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569983,0,1,107252,12.906946,80.144584,27,3/24/18,16:42:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570809,0,1,108138,-32.876769,-60.735036,23,3/25/18,2:17:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-108138-38784768-201803250217,no match,GOES-16,3/25/18,2:09:00,0,-75,41.23,138.22,1,7,3,1,5,0,0,2,3,0.8,0.73,0.35,280.63,265.7,239.33,1.57,3.97,9.05,0,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571210,0,1,115517,13.819626,100.521939,5.7,3/25/18,10:42:00,FALSE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/25/608908/original.jpg,https://data.globe.gov/system/photos/2018/03/25/608909/original.jpg,,https://data.globe.gov/system/photos/2018/03/25/608910/original.jpg,https://data.globe.gov/system/photos/2018/03/25/608911/original.jpg,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572685,1,0,51950,37.339434,127.954883,164,3/26/18,4:01:00,TRUE,,,,-99,-99,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,16,1007,-99,https://data.globe.gov/system/photos/2018/03/26/612769/original.jpg,https://data.globe.gov/system/photos/2018/03/26/612770/original.jpg,https://data.globe.gov/system/photos/2018/03/26/612771/original.jpg,https://data.globe.gov/system/photos/2018/03/26/612772/original.jpg,https://data.globe.gov/system/photos/2018/03/26/612773/original.jpg,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=150-51950-24616806-201803260401,no match,HIMAWARI-8,3/26/18,4:02:00,0,140.7,45.32,35.62,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573015,1,0,34775,28.4067,36.5707,3.5,3/26/18,9:00:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,28,1016,19,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573229,0,1,110569,37.15341,26.860356,42.5,3/26/18,11:14:00,FALSE,OVR,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0, , , , , , ,-99,-99,-99,,https://data.globe.gov/system/photos/2018/03/26/613845/original.jpg,https://data.globe.gov/system/photos/2018/03/26/613837/original.jpg,https://data.globe.gov/system/photos/2018/03/26/613847/original.jpg,https://data.globe.gov/system/photos/2018/03/26/613848/original.jpg,https://data.globe.gov/system/photos/2018/03/26/613851/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-110569-39733260-201803261114,no match,METEOSAT-11,3/26/18,11:10:00,0,0,51.47,36.85,0,1.3,98.7,0,1.3,1.3,0,0,97.4,-99,6.24,9.05,-99,251.73,239.17,-99,5.52,8.66,0,90.27,,,,,,,,,,,,,,,,,,,,,,,,,,Aqua,26.868,37.165,3/26/18,11:07:00,0,0,0,0,0,5.6875,11.31,1.3743,1,252.3775,7.2589,10.2079,98.6257,2,241.4479,28.9129,36.7093,14.1639,0,91.2143,,,
573388,0,1,116340,35.153276,33.35902,176.7,3/26/18,13:02:00,unknown,CDP,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,https://data.globe.gov/system/photos/2018/03/26/614171/original.jpg,,https://data.globe.gov/system/photos/2018/03/26/614172/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-116340-42234147-201803261302,no match,METEOSAT-11,3/26/18,13:10:00,0,0,53.95,56.33,57.97,0,0,57.97,0,0,0,0,0,1.57,-99,-99,294.79,-99,-99,0.45,-99,-99,0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573597,0,1,116430,52.434804,16.785803,90,3/26/18,15:31:00,FALSE,OVR,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/26/614734/original.jpg,https://data.globe.gov/system/photos/2018/03/26/614766/original.jpg,https://data.globe.gov/system/photos/2018/03/26/614764/original.jpg,https://data.globe.gov/system/photos/2018/03/26/614775/original.jpg,https://data.globe.gov/system/photos/2018/03/26/614776/original.jpg,https://data.globe.gov/system/photos/2018/03/26/614783/original.jpg,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573678,0,1,116474,39.48765,16.216343,84,3/26/18,16:13:00,FALSE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/26/615028/original.jpg,https://data.globe.gov/system/photos/2018/03/26/615030/original.jpg,https://data.globe.gov/system/photos/2018/03/26/615029/original.jpg,https://data.globe.gov/system/photos/2018/03/26/615031/original.jpg,,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-116474-42270694-201803261613,no match,METEOSAT-11,3/26/18,16:10:00,0,0,48.7,78.83,2.38,94.05,0,2.38,91.67,0,0,2.38,0,3.44,67.13,-99,276.91,267.86,-99,1.72,2.92,-99,7.85,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574935,0,1,113089,12.577344,75.128887,84.3,3/27/18,6:59:00,FALSE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/27/617292/original.jpg,https://data.globe.gov/system/photos/2018/03/27/617294/original.jpg,https://data.globe.gov/system/photos/2018/03/27/617293/original.jpg,https://data.globe.gov/system/photos/2018/03/27/617295/original.jpg,https://data.globe.gov/system/photos/2018/03/27/617296/original.jpg,https://data.globe.gov/system/photos/2018/03/27/617297/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-113089-40481148-201803270659,no match,METEOSAT-8,3/27/18,7:10:00,0,41.5,41.38,9.91,16.28,26.74,0,16.28,26.74,0,0,0,0,0.71,2.14,-99,302.01,294.47,-99,0.44,2.62,-99,0,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576349,1,0,105675,24.588454,39.576772,9.7,3/27/18,11:30:00,unknown,no photos,light blue,somewhat hazy,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575411,0,1,116928,31.000051,76.926168,950.2,3/27/18,12:12:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/27/618312/original.jpg,https://data.globe.gov/system/photos/2018/03/27/618314/original.jpg,https://data.globe.gov/system/photos/2018/03/27/618313/original.jpg,https://data.globe.gov/system/photos/2018/03/27/618315/original.jpg,https://data.globe.gov/system/photos/2018/03/27/618316/original.jpg,https://data.globe.gov/system/photos/2018/03/27/618317/original.jpg,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-116928-38625565-201803271212,no match,METEOSAT-8,3/27/18,12:10:00,0,41.5,52.59,78.32,0,23.29,0,0,0,0,0,23.29,0,-99,0.34,-99,-99,268.91,-99,-99,5.07,-99,0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576362,1,0,105675,24.588454,39.576772,9.7,3/27/18,12:30:00,unknown,no photos,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,34.6,-99,-99,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575649,0,1,117018,51.134214,16.972442,115.4,3/27/18,15:19:00,FALSE,OVR,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, , , , , , ,-99,-99,-99,,https://data.globe.gov/system/photos/2018/03/27/618862/original.jpg,,,https://data.globe.gov/system/photos/2018/03/27/618863/original.jpg,,https://scool.larc.nasa.gov/cgi-bin/NASA-GLOBESatMatch.cgi?observation_id=116-117018-42411497-201803271519,no match,METEOSAT-11,3/27/18,15:10:00,0,0,60.68,71.53,19.35,45.16,0,19.35,45.16,0,0,0,0,2.81,16.96,-99,269.73,262.68,-99,1.53,2.74,-99,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584916,1,0,32854,21.45523,39.80248,0,3/28/18,0:00:00,unknown,no photos,milky,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,-99,768.1,20,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576547,0,1,117443,37.246918,127.075363,60.7,3/28/18,1:35:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/28/622047/original.jpg,https://data.globe.gov/system/photos/2018/03/28/622049/original.jpg,https://data.globe.gov/system/photos/2018/03/28/622048/original.jpg,https://data.globe.gov/system/photos/2018/03/28/622050/original.jpg,,https://data.globe.gov/system/photos/2018/03/28/622051/original.jpg,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576802,0,1,117253,27.835846,-15.450891,92.7,3/28/18,7:05:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,https://data.globe.gov/system/photos/2018/03/28/620854/original.jpg,https://data.globe.gov/system/photos/2018/03/28/620856/original.jpg,https://data.globe.gov/system/photos/2018/03/28/620855/original.jpg,https://data.globe.gov/system/photos/2018/03/28/620857/original.jpg,https://data.globe.gov/system/photos/2018/03/28/620858/original.jpg,https://data.globe.gov/system/photos/2018/03/28/620859/original.jpg,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576874,0,1,110399,28.101145,-15.480499,222.6,3/28/18,8:10:00,TRUE,,,,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0, , , , , , ,-99,-99,-99,,https://data.globe.gov/system/photos/2018/03/28/621001/original.jpg,https://data.globe.gov/system/photos/2018/03/28/621000/original.jpg,,https://data.globe.gov/system/photos/2018/03/28/621002/original.jpg,https://data.globe.gov/system/photos/2018/03/28/621003/original.jpg,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584919,1,0,102338,24.26498,39.40214,864.6,3/28/18,9:00:00,unknown,no photos,pale blue,clear,obscured,>25% obscured,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,38.1,916.3,16,,,,,,,no match,no match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
