European Space Agency Paris,TELESPAZIO S.P.A.,VIA TIBURTINA I 00156 ROMA Italy,Evolutions Operations and Maintenance of Copernicus Space ComponentData Access System (CSCDA),1/1/2017,12/31/2017,48.8481349,2.3042778,41.9324769,12.584811
European Space Agency Paris,TELESPAZIO VEGA DEUTSCHLAND GMBH,Europaplatz DARMSTADT Germany,SENTINEL-1 OPERATIONS ENGINEERING SUPPORT,1/1/2017,12/31/2017,48.8481349,2.3042778,49.8724197,8.6271362
European Space Agency Paris,TELESPAZIO VEGA DEUTSCHLAND GMBH,Europaplatz DARMSTADT Germany,SENTINEL-2 OPERATIONS ENGINEERING SUPPORT,1/1/2017,12/31/2017,48.8481349,2.3042778,49.8724197,8.6271362
European Space Agency Paris,TELESPAZIO VEGA DEUTSCHLAND GMBH,Europaplatz DARMSTADT Germany,SENTINEL-5P OPERATIONS ENGINEERING SUPPORT,1/1/2017,12/31/2017,48.8481349,2.3042778,49.8724197,8.6271362
European Space Agency Paris,TESAT-SPACECOM GMBH & CO.KG,Gerberstrasse BACKNANG Germany,OPTICAL COMMUNICATION PAYLOADS IN-ORBIT MAINTENANCESUPPORT,1/1/2017,12/31/2017,48.8481349,2.3042778,48.9449973,9.4250788
European Space Agency Paris,THALES ALENIA SPACE ESPANA,C / EINSTEIN 7 (PTM) E-28760 TRES CANTOS -MADRID Spain,SENTINEL-5  DSE ACTIVITY,1/1/2017,12/31/2017,48.8481349,2.3042778,40.5917605,-3.7093783
European Space Agency Paris,THALES ALENIA SPACE ESPANA,C / EINSTEIN 7 (PTM) E-28760 TRES CANTOS -MADRID Spain,SENTINEL-6A/B-SBT,1/1/2017,12/31/2017,48.8481349,2.3042778,40.5917605,-3.7093783
European Space Agency Paris,THALES ALENIA SPACE FRANCE,AVENUE JEAN-FRANCOIS CHAMPOLLION ToulouseFrance,Sentinel-2 Payload Data Ground Segment  (PDGS) system operationsmaintenance and evolutions,1/1/2017,12/31/2017,48.8481349,2.3042778,43.5475232,1.3944104
European Space Agency Paris,THALES ALENIA SPACE FRANCE,AVENUE JEAN-FRANCOIS CHAMPOLLION ToulouseFrance,Sentinel-3 A/B Mission Analysis,1/1/2017,12/31/2017,48.8481349,2.3042778,43.5475232,1.3944104
European Space Agency Paris,THALES ALENIA SPACE FRANCE,AVENUE JEAN-FRANCOIS CHAMPOLLION ToulouseFrance,Sentinel-3 Satellite C/D Units Construction,1/1/2017,12/31/2017,48.8481349,2.3042778,43.5475232,1.3944104
European Space Agency Paris,THALES ALENIA SPACE ITALIA SPA,VIA SACCOMURO Rome Italy,SENTINEL-3 C/D UNITS - PLATFORM AND SYSTEM ACTIVITIES,1/1/2017,12/31/2017,48.8481349,2.3042778,41.9356524,12.6090053
European Space Agency Paris,Thales Alenia Space Schweiz AG,Schaffhauserstrasse Zürich SWITZERLAND,SENTINEL-6A/B-REM,1/1/2017,12/31/2017,48.8481349,2.3042778,47.4258694,8.5551289
European Space Agency Paris,THALES SERVICES S.A.S,AVENUE DU GENERAL EISENHOWER BP 1228TOULOUSE France,Sentinel-2 Payload Data Ground Segment  (PDGS) system operationsmaintenance and evolutions,1/1/2017,12/31/2017,48.8481349,2.3042778,48.8673129,2.3120737
European Space Agency Paris,TNO INDUSTRIAL RESEARCH,Anna van Buerenplein The Hague The Netherlands,SENTINEL-5 TSBOA ACTIVITY,1/1/2017,12/31/2017,48.8481349,2.3042778,52.0823158,4.3259993
European Space Agency Paris,T-Systems International GmbH,HAHNSTRASSE FRANKFURT MAIN Germany,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FORSENTINEL 2,1/1/2017,12/31/2017,48.8481349,2.3042778,50.0816314,8.6337076
European Space Agency Paris,T-Systems International GmbH,HAHNSTRASSE FRANKFURT MAIN Germany,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FORSENTINEL 3,1/1/2017,12/31/2017,48.8481349,2.3042778,50.0816314,8.6337076
European Space Agency Paris,T-Systems International GmbH,HAHNSTRASSE FRANKFURT MAIN Germany,DATA CIRCULATION  DISSEMINATION NETWORK AND SECURITY FORSENTINELS,1/1/2017,12/31/2017,48.8481349,2.3042778,50.0816314,8.6337076
European Space Agency Paris,ARIANESPACE S. A.,BOULEVARD DE L'EUROPEBP 17791006 EVRY-COURCOURONNESCEDEX FRANCE,PROVISION OF THE LAUNCH SERVICES FOR THE SENTINEL-2 PAYLOAD,1/1/2014,12/31/2014,48.8481349,2.3042778,48.629828,2.441782
European Space Agency Paris,EUROCKOT LAUNCH SERVICES GMBH,EUROCKOT LAUNCH SERVICES GMBHFlughafenallee 26 28199 BREMENGERMANY,PROVISION OF THE  LAUNCH SERVICES FOR THE SENTINEL-5P PAYLOAD,1/1/2014,12/31/2014,48.8481349,2.3042778,53.0524588,8.7873678
European Space Agency Paris,e-GEOS SPA,VIA TIBURTINA 965 I-00156 ROMAITALY,PREPARATION AND OPERATION OF THE CORE X-BAND ACQUISITIONAND NEAR REAL-TIME FACILITIES FOR THE COPERNICUS SENTINELSATELLITES: MATERA GROUND STATION,1/1/2014,12/31/2014,48.8481349,2.3042778,41.9275217,12.574582
European Space Agency Paris,KONGSBERG SATELLITE SERVICES AS(KSAT),PRESTVANNVEIEN 38 9291 TROMSONORWAY,PREPARATION AND OPERATION OF THE CORE X-BAND ACQUISITIONAND NEAR REAL-TIME FACILITIES FOR THE COPERNICUS SENTINELSATELLITES: SVALBARD GROUND STATION,1/1/2014,12/31/2014,48.8481349,2.3042778,69.6619633,18.941816
European Space Agency Paris,Collecte Localisation Satellites (CLS),8 RUE HERMES 31526 RAMONVILLEST AGNE FRANCE,MISSION PERFORMANCE CENTERS (MPC) FOR SENTINEL 1A/B.  MPCsare responsible for calibration validation quality control and end-to-endsystem performance assessment. The MPCs include expert teams forspecific cal/val off-line quality control and algorithm correctionactivities.,1/1/2014,12/31/2014,48.8481349,2.3042778,43.549915,1.4850938
European Space Agency Paris,T-SYSTEMS INTERNATIONAL GMBH,HAHNSTRASSE 43 D D 60528FRANKFURT MAIN GERMANY,DATA CIRCULATION & DISSEMINATION FOR THE WIDE AREA NETWORK(WAN) AND SECURITY SERVICES FOR THE COPERNICUS SENTINELSSATELLITES,1/1/2014,12/31/2014,48.8481349,2.3042778,50.08174,8.63565
European Space Agency Paris,ABSL SPACE PRODUCTS,F4 CULHAM SCIENCE CENTRE ABINGDON GREAT BRITAIN,SENTINEL-6A/B-BATTERY,1/1/2016,12/31/2016,48.8481349,2.3042778,51.6551794,-1.2282439
European Space Agency Paris,ACRI-ST S.A.S.,260 ROUTE DU PIN MONTARD SOPHIA ANTIPOLIS CEDEX FRANCE,MISSION PERFORMANCE CENTERS (MPC) FOR SENTINELS.  MPCs are responsible for calibration validation qualitycontrol and end-to-end system performance assessment. The MPCs include expert teams for specific cal/val off-linequality control and algorithm correction activities.,1/1/2016,12/31/2016,48.8481349,2.3042778,43.6236709,7.0593799
European Space Agency Paris,Advanced Computer Systems A.C.S. S.r.l.,Via della Bufalotta 378 ROMA ITALY,SENTINEL-3 GEOMETRIC CALIBRATION TOOL FOR IN ORBIT PERFORMANCES VERIFICATION,1/1/2016,12/31/2016,48.8481349,2.3042778,41.9553446,12.5462901
European Space Agency Paris,AIM INFRAROT-MODULE GMBH,THERESIENSTRASSE 2 74072 HEILBRONN GERMANY,SENTINEL-3 C/D UNITS - OME IR DETECTOR,1/1/2016,12/31/2016,48.8481349,2.3042778,49.1358,9.20618
European Space Agency Paris,AIRBUS DEFENCE & SPACE NETHERLANDS,MENDELWEG 30 LEIDEN NETHERLANDS,SENTINEL-5 PHASE B2 C/D E1. SD: ADS-NL. 1.00.3: DATA PROCESSING ENGINEERING.,1/1/2016,12/31/2016,48.8481349,2.3042778,52.1645653,4.4707497
European Space Agency Paris,AIRBUS DEFENCE AND SPACE LIMITED,GUNNELS WOOD ROAD STEVENAGE GREAT BRITAIN,SENTINEL-6A/B-MPPS,1/1/2016,12/31/2016,48.8481349,2.3042778,51.9007946,-0.2138421
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,Route de Verneuil 51-61 Les Mureaux FRANCE,SENTINEL-2 C/D UNITS  - MSI  SYSTEM SUPPORT,1/1/2016,12/31/2016,48.8481349,2.3042778,49.0017239,1.9268354
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,Route de Verneuil 51-61 Les Mureaux FRANCE,SENTINEL-5 PHASE B2 C/D E1. SD: ADS-F. 1.00.2: FOCAL PLANE SUBSYSTEM (FPS).,1/1/2016,12/31/2016,48.8481349,2.3042778,49.0017239,1.9268354
European Space Agency Paris,AIRBUS DEFENCE AND SPACE SAS,Route de Verneuil 51-61 Les Mureaux FRANCE,SENTINEL-6A/B-RMU,1/1/2016,12/31/2016,48.8481349,2.3042778,49.0017239,1.9268354
European Space Agency Paris,AIRBUS DEFENCE AND SPACE S.A.U,AVENIDA DE ARAGÓN 404  MADRID SPAIN,SENTINEL-3 C/D UNITS - MWR,1/1/2016,12/31/2016,48.8481349,2.3042778,40.4492239,-3.5593574
European Space Agency Paris,AIRBUS DEFENCE AND SPACE S.A.U,AVENIDA DE ARAGÓN 404  MADRID SPAIN,SENTINEL-6A/B-HARNESS,1/1/2016,12/31/2016,48.8481349,2.3042778,40.4492239,-3.5593574
